transaction_id,target_id,acquirer_id,announce_date,close_date,deal_year,deal_quarter,deal_type,financing_type,deal_size_mm,ev_ebitda_multiple,ev_revenue_multiple,synergy_pct_of_deal,outcome,strategic_rationale_tags,num_bidders,days_to_close,target_name,target_sector,target_sub_sector,target_geography,target_ownership_type,target_ltm_revenue_mm,target_ebitda_margin_pct,acquirer_name,acquirer_type,acquirer_sector_focus,acquirer_geographic_reach,sector_median_ev_ebitda,sector_median_ev_revenue,ev_ebitda_pct_vs_sector_median,ev_revenue_pct_vs_sector_median,acquirer_fiscal_revenue_mm,acquirer_fiscal_ebitda_mm,acquirer_net_debt_mm,acquirer_cash_mm,acquirer_total_assets_mm,deal_size_tier
TXN-0011,TGT-0274,ACQ-004,2018-10-16,2019-05-29,2018,Q4,Merger of Equals,Cash + Stock,200.7,12.0,6.11,9.1,Closed,Cross-Sell Opportunity|Technology Capability|Supply Chain Integration,1,225,Acumen Hospice Care,Home Health/Hospice,Personal Care,Mid-Atlantic,Nonprofit,238.9,33.7,Elevance Health,Strategic,Health Insurance,National,16.2,3.41,-25.925925925925924,79.17888563049854,6866.4,899.5,3073.0,817.8,8995.9,Mid-Market
TXN-0115,TGT-0031,ACQ-019,2018-07-17,2018-10-25,2018,Q3,Strategic Acquisition,Stock-for-Stock,67.3,18.5,5.57,18.5,Closed,Vertical Integration|Revenue Synergies,6,100,Nexus Physician Partners,Physician Groups,Cardiology Groups,West Coast,Private,590.9,15.4,R1 RCM,Strategic,Revenue Cycle,National,11.6,3.01,59.48275862068966,85.0498338870432,2128.6,538.5,975.0,45.9,5406.0,Small
TXN-0166,TGT-0003,ACQ-036,2018-04-16,2019-04-16,2018,Q2,Bolt-on Acquisition,Seller Financing,500.9,22.4,7.9,11.6,Closed,Vertical Integration|Geographic Expansion|Technology Capability,8,365,Halcyon Smile Partners,Dental,Pediatric Dental,Northeast,PE-Backed,179.7,13.8,Water Street Healthcare,Financial Sponsor,Healthcare,National,12.9,3.42,73.64341085271316,130.99415204678365,,,,,,Large
TXN-0290,TGT-0007,ACQ-025,2018-11-21,2019-11-07,2018,Q4,Leveraged Buyout,All Cash,525.2,13.0,1.28,6.7,Closed,Platform Build|Market Consolidation|Talent Acquisition|Cross-Sell Opportunity|Cost Synergies,5,351,Cascade Systems,Health IT,Population Health,Southwest,PE-Backed,197.0,33.0,Welsh Carson,Financial Sponsor,Healthcare,National,14.7,4.92,-11.564625850340132,-73.98373983739836,,,,,,Large
TXN-0334,TGT-0010,ACQ-040,2018-02-09,,2018,Q1,Strategic Acquisition,Stock-for-Stock,427.1,19.3,7.86,6.8,Withdrawn,Geographic Expansion|Talent Acquisition|High Growth|Regulatory Arbitrage|Brand Value,7,,Greenfield Managed Care,Health Insurance,Dental Insurance,Mid-Atlantic,PE-Backed,376.9,28.4,Leonard Green,Financial Sponsor,Diversified,National,11.6,2.21,66.3793103448276,255.65610859728508,,,,,,Mid-Market
TXN-0288,TGT-0025,ACQ-025,2018-04-02,2019-04-30,2018,Q2,Merger of Equals,Cash + Stock,86.7,14.0,7.92,8.7,Closed,Technology Capability|Platform Build,4,393,Vertex Medical Associates,Physician Groups,Multi-Specialty Groups,Northeast,Physician-Owned,585.0,22.3,Welsh Carson,Financial Sponsor,Healthcare,National,11.8,2.09,18.644067796610162,278.94736842105266,,,,,,Small
TXN-0155,TGT-0030,ACQ-039,2018-02-03,,2018,Q1,Bolt-on Acquisition,All Cash,117.0,18.5,7.28,12.6,Rumored,Market Consolidation|Cost Synergies,3,,Alpine Biomedical,Medical Devices,Orthopedic Devices,Multi-Regional,Nonprofit,749.2,29.8,Apax Partners,Financial Sponsor,Diversified,National,12.1,3.77,52.892561983471076,93.10344827586208,,,,,,Mid-Market
TXN-0272,TGT-0077,ACQ-021,2018-02-16,,2018,Q1,Platform Investment,Cash + Stock,775.2,22.8,2.31,4.4,Terminated,Cost Synergies|Talent Acquisition,8,,Latitude Health Plans,Health Insurance,Medicare Advantage,Multi-Regional,PE-Backed,463.5,11.8,KKR,Financial Sponsor,Diversified,National,11.6,2.21,96.55172413793105,4.524886877828059,,,,,,Large
TXN-0032,TGT-0098,ACQ-022,2018-11-21,2019-09-03,2018,Q4,Merger of Equals,Seller Financing,678.7,22.0,7.11,6.1,Closed,Market Consolidation|Vertical Integration|Brand Value,2,286,Prism Biopharma,Pharma/Biotech,Biotech Therapeutics,Southwest,Family-Owned,54.0,23.4,Blackstone,Financial Sponsor,Diversified,National,15.8,4.34,39.24050632911392,63.82488479262675,,,,,,Large
TXN-0118,TGT-0117,ACQ-027,2018-04-21,,2018,Q2,Minority Investment,Leveraged,273.5,16.3,2.29,5.4,Rumored,Vertical Integration|Market Consolidation|Revenue Synergies,4,,Ironwood Device Solutions,Medical Devices,Cardiac Devices,West Coast,Family-Owned,408.9,29.4,Bain Capital,Financial Sponsor,Diversified,National,12.4,3.82,31.451612903225808,-40.052356020942405,,,,,,Mid-Market
TXN-0207,TGT-0121,ACQ-026,2018-02-26,2018-11-14,2018,Q1,Carve-out,Cash + Stock,207.8,21.7,4.14,12.5,Closed,Technology Capability|Cost Synergies,7,261,Ridgeline Biosciences,Pharma/Biotech,Specialty Pharma,West Coast,Public,434.8,12.2,Warburg Pincus,Financial Sponsor,Healthcare,National,15.8,1.79,37.341772151898724,131.28491620111728,,,,,,Mid-Market
TXN-0154,TGT-0124,ACQ-038,2018-07-03,,2018,Q3,Carve-out,Leveraged,23.3,6.2,1.29,10.0,Terminated,Diversification|Technology Capability|Market Consolidation|Vertical Integration|Supply Chain Integration,2,,Pinnacle Surgical,Medical Devices,Orthopedic Devices,Midwest,Physician-Owned,29.2,25.1,Great Hill Partners,Financial Sponsor,Technology,National,12.2,3.82,-49.18032786885245,-66.2303664921466,,,,,,Small
TXN-0333,TGT-0127,ACQ-028,2018-10-14,,2018,Q4,Bolt-on Acquisition,Mixed,494.7,9.6,6.96,13.7,Terminated,Platform Build|Cost Synergies|High Growth,3,,Keybridge Benefits Group,Health Insurance,Dental Insurance,Southwest,Physician-Owned,234.7,15.6,Advent International,Financial Sponsor,Diversified,National,11.6,4.22,-17.24137931034483,64.92890995260665,,,,,,Mid-Market
TXN-0256,TGT-0165,ACQ-022,2018-12-03,2019-01-21,2018,Q4,SPAC Merger,Leveraged,732.5,8.5,7.44,13.3,Closed,High Growth|Talent Acquisition|Market Consolidation,1,49,Illuminate Medical Group,Healthcare Services,Ambulatory Surgery Centers,Multi-Regional,Nonprofit,265.0,30.9,Blackstone,Financial Sponsor,Diversified,National,12.7,3.42,-33.07086614173228,117.54385964912282,,,,,,Large
TXN-0122,TGT-0167,ACQ-030,2018-12-13,,2018,Q4,Minority Investment,All Cash,592.2,13.2,3.05,13.4,Rumored,Margin Improvement|Brand Value,1,,Embark Financial Services,Revenue Cycle,Claims Management,Southeast,Physician-Owned,324.8,16.5,Summit Partners,Financial Sponsor,Growth Equity,National,11.3,3.0,16.814159292035384,1.6666666666666607,,,,,,Large
TXN-0335,TGT-0180,ACQ-027,2018-08-10,2019-07-31,2018,Q3,Strategic Acquisition,Cash + Stock,15.4,18.5,3.12,7.9,Closed,High Growth|Cost Synergies,5,355,Bridgepoint Biomedical,Medical Devices,Orthopedic Devices,Midwest,Public,198.8,14.5,Bain Capital,Financial Sponsor,Diversified,National,12.2,3.82,51.6393442622951,-18.324607329842927,,,,,,Small
TXN-0365,TGT-0215,ACQ-034,2018-08-19,2019-03-30,2018,Q3,Carve-out,All Cash,717.5,14.1,7.74,8.0,Closed,Margin Improvement|Brand Value|Talent Acquisition|Market Consolidation|Cost Synergies,4,223,Foundation Life Sciences,Pharma/Biotech,Biotech Therapeutics,Mountain West,Family-Owned,822.0,31.6,Oak Hill Capital,Financial Sponsor,Diversified,National,15.5,3.85,-9.032258064516132,101.03896103896103,,,,,,Large
TXN-0329,TGT-0221,ACQ-032,2018-01-15,2018-06-24,2018,Q1,Management Buyout,Seller Financing,337.4,23.3,0.85,16.1,Closed,High Growth|Diversification|Vertical Integration|Revenue Synergies|Brand Value,5,160,Trident Smile Partners,Dental,Pediatric Dental,Northeast,Physician-Owned,577.1,23.0,Vista Equity Partners,Financial Sponsor,Technology,National,12.1,4.3,92.5619834710744,-80.23255813953489,,,,,,Mid-Market
TXN-0243,TGT-0274,ACQ-039,2018-07-14,,2018,Q3,Platform Investment,Leveraged,542.9,19.6,4.54,7.2,Rumored,Revenue Synergies|Supply Chain Integration|Diversification,6,,Acumen Hospice Care,Home Health/Hospice,Personal Care,Mid-Atlantic,Nonprofit,238.9,33.7,Apax Partners,Financial Sponsor,Diversified,National,13.8,3.07,42.02898550724638,47.882736156351804,,,,,,Large
TXN-0445,TGT-0275,ACQ-026,2018-07-10,2019-05-20,2018,Q3,Carve-out,Leveraged,339.5,16.5,2.59,3.2,Closed,Talent Acquisition|High Growth,1,314,Junction Technologies,Health IT,Revenue Cycle Tech,West Coast,Nonprofit,776.3,14.7,Warburg Pincus,Financial Sponsor,Healthcare,National,9.1,2.81,81.31868131868133,-7.8291814946619285,,,,,,Mid-Market
TXN-0311,TGT-0294,ACQ-031,2018-11-10,,2018,Q4,Platform Investment,Mixed,61.2,21.4,1.9,15.2,Withdrawn,Brand Value|Revenue Synergies,4,,Keystone Health Services,Healthcare Services,Urgent Care,Southeast,Family-Owned,283.9,25.8,Thoma Bravo,Financial Sponsor,Technology,National,12.7,3.42,68.50393700787401,-44.44444444444445,,,,,,Small
TXN-0064,TGT-0003,ACQ-021,2018-05-07,2018-11-24,2018,Q2,Minority Investment,Leveraged,120.4,19.9,7.12,10.9,Closed,Talent Acquisition|Platform Build|Cost Synergies|Regulatory Arbitrage|Cross-Sell Opportunity,6,201,Halcyon Smile Partners,Dental,Pediatric Dental,Northeast,PE-Backed,179.7,13.8,KKR,Financial Sponsor,Diversified,National,12.9,3.42,54.26356589147285,108.18713450292398,,,,,,Mid-Market
TXN-0206,TGT-0031,ACQ-034,2018-07-22,2018-10-07,2018,Q3,Recapitalization,Cash + Stock,133.1,19.0,2.96,10.4,Closed,Revenue Synergies|High Growth|Vertical Integration,6,77,Nexus Physician Partners,Physician Groups,Cardiology Groups,West Coast,Private,590.9,15.4,Oak Hill Capital,Financial Sponsor,Diversified,National,11.6,3.01,63.793103448275865,-1.6611295681063065,,,,,,Mid-Market
TXN-0204,TGT-0294,ACQ-026,2018-03-18,,2018,Q1,SPAC Merger,All Cash,279.4,7.3,6.57,11.1,Rumored,Supply Chain Integration|Platform Build|Regulatory Arbitrage|Vertical Integration,4,,Keystone Health Services,Healthcare Services,Urgent Care,Southeast,Family-Owned,283.9,25.8,Warburg Pincus,Financial Sponsor,Healthcare,National,11.9,3.29,-38.655462184873954,99.69604863221885,,,,,,Mid-Market
TXN-0099,TGT-0008,ACQ-011,2019-02-11,2019-10-04,2019,Q1,Minority Investment,Cash + Stock,775.5,17.0,5.77,14.7,Closed,Technology Capability|Cost Synergies,3,235,Crest Dental Group,Dental,Oral Surgery,Northeast,Public,85.1,32.7,Veeva Systems,Strategic,Health IT,National,17.6,2.96,-3.409090909090917,94.93243243243242,2232.3,506.7,602.4,262.8,4783.7,Large
TXN-0233,TGT-0011,ACQ-011,2019-05-21,,2019,Q2,Recapitalization,Leveraged,197.2,10.2,7.35,8.8,Pending,Brand Value|Vertical Integration|Market Consolidation,8,,Latitude Wellness Group,Behavioral Health,Mental Health Clinics,Southeast,Family-Owned,737.4,22.3,Veeva Systems,Strategic,Health IT,National,11.6,3.61,-12.068965517241383,103.60110803324099,2232.3,506.7,602.4,262.8,4783.7,Mid-Market
TXN-0211,TGT-0028,ACQ-016,2019-10-10,2020-06-09,2019,Q4,Platform Investment,Mixed,724.0,19.0,4.65,7.0,Closed,Brand Value|High Growth,8,243,Highland Dental Group,Dental,Oral Surgery,West Coast,Family-Owned,920.9,10.0,Henry Schein,Strategic,Medical Devices,National,16.3,2.8,16.564417177914105,66.0714285714286,3225.2,874.0,827.7,442.6,5048.8,Large
TXN-0202,TGT-0044,ACQ-005,2019-03-19,2019-09-16,2019,Q1,Merger of Equals,Cash + Stock,437.7,6.7,5.54,10.2,Closed,Market Consolidation|Margin Improvement,7,181,Westward Managed Care,Health Insurance,Supplemental Insurance,Great Plains,Family-Owned,367.7,32.3,Tenet Healthcare,Strategic,Healthcare Services,Multi-Regional,17.5,3.16,-61.71428571428572,75.31645569620252,3454.2,956.8,1657.8,128.2,6769.0,Mid-Market
TXN-0177,TGT-0056,ACQ-011,2019-01-01,2019-10-15,2019,Q1,Carve-out,Stock-for-Stock,701.9,15.9,5.32,8.0,Closed,High Growth|Margin Improvement|Market Consolidation|Regulatory Arbitrage,3,287,Resolute Therapeutics,Pharma/Biotech,Generic Pharma,Northeast,Public,151.3,16.8,Veeva Systems,Strategic,Health IT,National,11.6,2.03,37.06896551724139,162.06896551724142,2232.3,506.7,602.4,262.8,4783.7,Large
TXN-0269,TGT-0059,ACQ-010,2019-10-06,,2019,Q4,Leveraged Buyout,Mixed,731.5,12.8,7.82,6.4,Rumored,Technology Capability|Vertical Integration|Market Consolidation,5,,Integrity Health Analytics,Health IT,Population Health,West Coast,Public,515.7,28.2,DaVita,Strategic,Healthcare Services,National,12.4,3.14,3.2258064516129057,149.04458598726114,4535.4,1015.9,1580.9,347.9,13223.8,Large
TXN-0378,TGT-0065,ACQ-018,2019-11-04,2020-09-06,2019,Q4,Leveraged Buyout,All Cash,570.8,18.4,4.16,16.8,Closed,Brand Value|Technology Capability|Vertical Integration|Cost Synergies|Revenue Synergies,7,307,Onyx Smile Partners,Dental,Oral Surgery,West Coast,Physician-Owned,143.7,33.6,Medline Industries,Strategic,Medical Devices,National,16.3,2.8,12.883435582822072,48.57142857142859,4224.2,523.8,1909.7,194.1,10741.8,Large
TXN-0404,TGT-0080,ACQ-020,2019-03-04,2019-08-22,2019,Q1,Recapitalization,Seller Financing,105.0,6.0,5.15,5.1,Closed,Platform Build|Margin Improvement|Geographic Expansion,2,171,Horizon Benefits Group,Health Insurance,Supplemental Insurance,National,Private,360.2,19.9,Qualifacts,Strategic,Health IT,National,17.5,3.16,-65.71428571428571,62.9746835443038,347.7,35.8,88.3,14.1,811.8,Mid-Market
TXN-0188,TGT-0084,ACQ-004,2019-08-27,2020-08-27,2019,Q3,Minority Investment,Mixed,53.2,11.5,5.4,4.3,Closed,Supply Chain Integration|Platform Build|Cross-Sell Opportunity,4,366,Haven Billing Solutions,Revenue Cycle,Coding Services,Multi-Regional,PE-Backed,493.8,21.1,Elevance Health,Strategic,Health Insurance,National,17.9,2.33,-35.754189944134076,131.75965665236052,6688.2,1163.7,2056.2,270.7,10101.6,Small
TXN-0261,TGT-0115,ACQ-004,2019-12-04,2020-05-12,2019,Q4,Management Buyout,Stock-for-Stock,19.1,9.7,1.39,12.7,Closed,Platform Build|Technology Capability|Revenue Synergies|Cost Synergies|Diversification,1,160,Yarrow Medical Group,Healthcare Services,Lab Services,Great Plains,Nonprofit,82.1,30.9,Elevance Health,Strategic,Health Insurance,National,9.2,1.74,5.434782608695652,-20.11494252873564,6688.2,1163.7,2056.2,270.7,10101.6,Small
TXN-0253,TGT-0120,ACQ-002,2019-03-02,2019-06-27,2019,Q1,Leveraged Buyout,Seller Financing,254.1,13.7,1.4,13.8,Closed,Talent Acquisition|Cost Synergies|Supply Chain Integration|Technology Capability,4,117,Daybreak Medical Devices,Medical Devices,Diagnostic Equipment,National,Physician-Owned,247.4,17.5,CVS Health,Strategic,Healthcare Services,National,13.7,2.51,0.0,-44.223107569721115,11929.8,2350.2,1479.5,1058.1,33920.8,Mid-Market
TXN-0028,TGT-0133,ACQ-006,2019-03-16,2020-04-10,2019,Q1,Minority Investment,All Cash,685.2,20.8,2.34,6.8,Closed,Vertical Integration|Regulatory Arbitrage|High Growth,4,391,Cascade Dental,Dental,Oral Surgery,Multi-Regional,Nonprofit,400.9,32.5,Molina Healthcare,Strategic,Health Insurance,Multi-Regional,17.6,2.96,18.181818181818176,-20.945945945945947,2208.6,600.7,800.7,273.9,4092.1,Large
TXN-0342,TGT-0144,ACQ-012,2019-03-08,,2019,Q1,Management Buyout,Mixed,98.6,20.2,3.55,14.1,Rumored,Technology Capability|Diversification|Vertical Integration|Brand Value|Cross-Sell Opportunity,4,,Jubilee RCM Services,Revenue Cycle,Billing Services,Midwest,Private,867.9,21.7,Phreesia,Strategic,Health IT,National,13.4,3.46,50.74626865671641,2.6011560693641576,390.6,46.9,140.6,41.5,694.1,Small
TXN-0025,TGT-0156,ACQ-020,2019-11-25,2020-11-13,2019,Q4,Bolt-on Acquisition,Cash + Stock,250.9,20.1,6.37,8.5,Closed,Technology Capability|Margin Improvement,7,354,Benchmark Systems,Health IT,Population Health,Multi-Regional,Physician-Owned,437.8,9.2,Qualifacts,Strategic,Health IT,National,12.4,3.14,62.0967741935484,102.86624203821655,347.7,35.8,88.3,14.1,811.8,Mid-Market
TXN-0108,TGT-0162,ACQ-002,2019-06-03,,2019,Q2,Bolt-on Acquisition,All Cash,294.2,8.6,3.44,12.9,Pending,Supply Chain Integration|Vertical Integration|Platform Build|Cross-Sell Opportunity,4,,Voyager Biomedical,Medical Devices,Diagnostic Equipment,Mid-Atlantic,Physician-Owned,263.9,19.5,CVS Health,Strategic,Healthcare Services,National,13.3,3.09,-35.338345864661655,11.32686084142395,11929.8,2350.2,1479.5,1058.1,33920.8,Mid-Market
TXN-0152,TGT-0177,ACQ-004,2019-01-10,,2019,Q1,Strategic Acquisition,Cash + Stock,328.0,11.7,6.17,15.8,Pending,Regulatory Arbitrage|Market Consolidation|High Growth|Margin Improvement|Vertical Integration,4,,Equinox Health Plans,Health Insurance,Medicaid Managed Care,Northeast,Private,836.5,23.6,Elevance Health,Strategic,Health Insurance,National,17.5,3.16,-33.142857142857146,95.253164556962,6688.2,1163.7,2056.2,270.7,10101.6,Mid-Market
TXN-0027,TGT-0185,ACQ-013,2019-08-27,,2019,Q3,Recapitalization,Seller Financing,513.8,8.4,1.02,9.3,Withdrawn,Revenue Synergies|Margin Improvement|Cross-Sell Opportunity,8,,Beacon Medical,Healthcare Services,Specialty Clinics,Multi-Regional,PE-Backed,296.1,18.4,Evolent Health,Strategic,Health IT,National,13.5,3.85,-37.77777777777778,-73.50649350649351,796.1,213.4,97.4,30.6,1308.1,Large
TXN-0400,TGT-0205,ACQ-007,2019-07-19,2020-01-08,2019,Q3,SPAC Merger,Leveraged,457.7,18.9,3.12,12.8,Closed,High Growth|Talent Acquisition|Technology Capability,4,173,Westward Pharma,Pharma/Biotech,Drug Delivery,Mountain West,Nonprofit,231.0,20.9,Amedisys,Strategic,Home Health/Hospice,National,17.0,1.81,11.176470588235286,72.37569060773481,1785.3,203.5,1052.4,247.0,3239.4,Mid-Market
TXN-0048,TGT-0210,ACQ-007,2019-06-15,,2019,Q2,Leveraged Buyout,All Cash,184.2,21.7,2.17,8.7,Withdrawn,Brand Value|Regulatory Arbitrage,7,,Osprey Systems,Health IT,Population Health,Mid-Atlantic,Private,71.8,32.4,Amedisys,Strategic,Home Health/Hospice,National,17.5,2.83,23.999999999999996,-23.321554770318027,1785.3,203.5,1052.4,247.0,3239.4,Mid-Market
TXN-0391,TGT-0217,ACQ-013,2019-04-08,,2019,Q2,Minority Investment,Cash + Stock,231.6,17.5,4.53,4.9,Rumored,Platform Build|Technology Capability|Brand Value,1,,Benchmark Care at Home,Home Health/Hospice,Home Infusion,Multi-Regional,Family-Owned,177.1,12.2,Evolent Health,Strategic,Health IT,National,16.7,4.04,4.790419161676651,12.128712871287133,796.1,213.4,97.4,30.6,1308.1,Mid-Market
TXN-0020,TGT-0229,ACQ-003,2019-11-27,2020-02-23,2019,Q4,Recapitalization,Leveraged,672.1,16.7,1.89,14.8,Closed,Supply Chain Integration|Talent Acquisition|High Growth|Cross-Sell Opportunity,2,88,Onyx Wellness Group,Behavioral Health,Substance Abuse Treatment,National,Physician-Owned,119.2,16.9,HCA Healthcare,Strategic,Healthcare Services,National,10.8,1.82,54.62962962962962,3.8461538461538374,5186.4,757.2,1060.1,308.0,10184.6,Large
TXN-0498,TGT-0234,ACQ-001,2019-12-10,,2019,Q4,SPAC Merger,Leveraged,510.4,12.2,4.28,7.8,Pending,Revenue Synergies|Talent Acquisition|Technology Capability|Diversification,5,,Wellspring Care at Home,Home Health/Hospice,Home Health,Midwest,Private,208.0,13.2,UnitedHealth Group,Strategic,Health Insurance,National,10.5,2.07,16.190476190476183,106.76328502415461,22036.4,5354.8,5451.8,1510.6,39209.9,Large
TXN-0251,TGT-0278,ACQ-011,2019-05-05,2019-09-19,2019,Q2,Carve-out,Leveraged,136.1,24.1,5.69,4.0,Closed,Market Consolidation|Geographic Expansion,6,137,Prism Tech Solutions,Health IT,Data Analytics,Mid-Atlantic,Private,268.1,30.3,Veeva Systems,Strategic,Health IT,National,17.5,2.83,37.71428571428572,101.0600706713781,2232.3,506.7,602.4,262.8,4783.7,Mid-Market
TXN-0255,TGT-0289,ACQ-005,2019-02-08,2020-01-31,2019,Q1,Minority Investment,Mixed,666.9,19.8,7.99,17.9,Closed,Brand Value|Regulatory Arbitrage|Diversification|Revenue Synergies,4,357,Granite Dental,Dental,Pediatric Dental,Southwest,Family-Owned,598.1,8.3,Tenet Healthcare,Strategic,Healthcare Services,Multi-Regional,17.6,2.96,12.499999999999995,169.93243243243242,3454.2,956.8,1657.8,128.2,6769.0,Large
TXN-0313,TGT-0298,ACQ-004,2019-10-13,2020-10-25,2019,Q4,Carve-out,Seller Financing,361.9,15.2,7.26,6.6,Closed,Diversification|Market Consolidation,4,378,Noble Medical Devices,Medical Devices,Diagnostic Equipment,National,Nonprofit,228.4,8.1,Elevance Health,Strategic,Health Insurance,National,9.2,2.27,65.21739130434783,219.8237885462555,6688.2,1163.7,2056.2,270.7,10101.6,Mid-Market
TXN-0075,TGT-0300,ACQ-017,2019-12-12,,2019,Q4,SPAC Merger,Leveraged,231.3,18.9,6.24,10.0,Rumored,Diversification|Talent Acquisition|Revenue Synergies,8,,Westward Therapeutics,Pharma/Biotech,Generic Pharma,Mountain West,Nonprofit,293.4,23.4,Hologic,Strategic,Medical Devices,National,12.6,2.02,49.99999999999999,208.91089108910893,2104.9,328.4,758.2,292.7,4380.9,Mid-Market
TXN-0074,TGT-0120,ACQ-006,2019-10-14,2020-06-07,2019,Q4,Platform Investment,Cash + Stock,571.7,21.0,4.96,5.0,Closed,Market Consolidation|Supply Chain Integration|Diversification,1,237,Daybreak Medical Devices,Medical Devices,Diagnostic Equipment,National,Physician-Owned,247.4,17.5,Molina Healthcare,Strategic,Health Insurance,Multi-Regional,9.2,2.27,128.2608695652174,118.5022026431718,2208.6,600.7,800.7,273.9,4092.1,Large
TXN-0035,TGT-0003,ACQ-029,2019-06-11,2020-02-17,2019,Q2,Carve-out,Seller Financing,399.3,20.5,1.43,13.4,Closed,Margin Improvement|High Growth|Geographic Expansion|Supply Chain Integration|Talent Acquisition,7,251,Halcyon Smile Partners,Dental,Pediatric Dental,Northeast,PE-Backed,179.7,13.8,General Atlantic,Financial Sponsor,Growth Equity,National,14.1,4.97,45.39007092198582,-71.22736418511066,,,,,,Mid-Market
TXN-0039,TGT-0052,ACQ-034,2019-05-10,,2019,Q2,Minority Investment,All Cash,579.2,8.2,1.62,4.8,Terminated,Supply Chain Integration|Vertical Integration|Talent Acquisition,4,,Junction Digital Health,Health IT,Clinical Decision Support,Multi-Regional,Family-Owned,30.7,19.3,Oak Hill Capital,Financial Sponsor,Diversified,National,17.5,2.83,-53.142857142857146,-42.75618374558304,,,,,,Large
TXN-0014,TGT-0090,ACQ-025,2019-07-05,2019-11-20,2019,Q3,Carve-out,Cash + Stock,759.8,24.0,3.62,19.9,Closed,Brand Value|Supply Chain Integration|Cross-Sell Opportunity|Technology Capability,1,138,Granite Dental Group,Dental,General Dentistry,Mountain West,Private,533.6,32.7,Welsh Carson,Financial Sponsor,Healthcare,National,16.1,2.08,49.06832298136645,74.03846153846155,,,,,,Large
